,osmid,oneway,highway,length,geometry,ref,name,bridge,tunnel,lanes,maxspeed,service,junction,width,access
7625,524161845,False,residential,15.503,,,경대로서19길,,,,,,,,
7626,524161845,False,residential,66.128,"LINESTRING (128.6165653 35.8903794, 128.6163065 35.8907189, 128.6162542 35.8907564, 128.6161864 35.8907763, 128.6160939 35.8907464)",,경대로서19길,,,,,,,,
7627,524161849,False,living_street,37.839,"LINESTRING (128.6165653 35.8903794, 128.6164458 35.8902657, 128.6162284 35.8901919)",,경대로17길,,,,,,,,
7628,524161845,False,residential,20.254,,,경대로서19길,,,,,,,,
7629,524161845,False,residential,42.674,"LINESTRING (128.6168858 35.8901897, 128.6170275 35.8901473, 128.6172647 35.8899701)",,경대로서19길,,,,,,,,
7630,524161850,False,residential,61.732,"LINESTRING (128.6168858 35.8901897, 128.6166448 35.8899935, 128.6164024 35.8897962)",,경대로서19길,,,,,,,,
7631,524161845,False,residential,44.286,"LINESTRING (128.6172647 35.8899701, 128.6173664 35.8898453, 128.6176069 35.8896907)",,경대로서19길,,,,,,,,
7632,524161845,False,residential,42.674,"LINESTRING (128.6172647 35.8899701, 128.6170275 35.8901473, 128.6168858 35.8901897)",,경대로서19길,,,,,,,,
7633,"[524161851, 734359011]",False,residential,44.165,"LINESTRING (128.6172647 35.8899701, 128.6175607 35.8900241, 128.617743 35.8900573)",,"['경대로19길', '경대로서19길']",,,,,,,,
7634,523344880,False,residential,47.008,,,경대로19길,,,,,,,,
7635,523344880,False,residential,19.941,,,경대로19길,,,,,,,,
7636,524161845,False,residential,44.286,"LINESTRING (128.6176069 35.8896907, 128.6173664 35.8898453, 128.6172647 35.8899701)",,경대로서19길,,,,,,,,
7637,468713290,False,residential,16.732,,,경대로17길,,,,,,,,
7638,468713290,False,residential,35.179,,,경대로17길,,,,,,,,
7639,524161846,False,residential,58.635000000000005,"LINESTRING (128.6165078 35.8893392, 128.6166054 35.8894359, 128.6164976 35.8895457, 128.6164024 35.8897962)",,경대로17길,,,,,,,,
7640,524161847,False,residential,50.498,,,경대로17길,,,,,,,,
7641,524161848,False,residential,24.326,,,경대로19길,,,,,,,,
7642,524161848,False,residential,28.782,,,경대로19길,,,,,,,,
7643,524161848,False,residential,28.782,,,경대로19길,,,,,,,,
7644,524161846,False,residential,23.969,"LINESTRING (128.6164024 35.8897962, 128.6163743 35.8898702, 128.6162043 35.8898809)",,경대로17길,,,,,,,,
7645,524161846,False,residential,58.635,"LINESTRING (128.6164024 35.8897962, 128.6164976 35.8895457, 128.6166054 35.8894359, 128.6165078 35.8893392)",,경대로17길,,,,,,,,
7646,524161850,False,residential,61.732,"LINESTRING (128.6164024 35.8897962, 128.6166448 35.8899935, 128.6168858 35.8901897)",,경대로서19길,,,,,,,,
7647,524161845,False,residential,20.254,,,경대로서19길,,,,,,,,
7648,524161845,False,residential,15.503,,,경대로서19길,,,,,,,,
7649,"[734359012, 524161852]",False,residential,95.65100000000001,"LINESTRING (128.6167043 35.8902972, 128.6168953 35.8903604, 128.6170121 35.8902916, 128.6172422 35.8903317, 128.6173218 35.8903486, 128.6174821 35.8903826, 128.6175394 35.8903948, 128.6177076 35.890387)",,"['경대로19길', '경대로서19길']",,,,,,,,
7650,524161853,False,residential,23.083,,,경대로19길,,,,,,,,
7651,524161854,False,residential,56.284,,,경대로19길,,,,,,,,
7652,524161853,False,residential,42.912,"LINESTRING (128.618132 35.8904534, 128.6180386 35.8905064, 128.6177076 35.890387)",,경대로19길,,,,,,,,
7653,523344881,False,residential,31.97,,,경대로23길,,,,,,,,
7654,523344881,False,residential,24.113,"LINESTRING (128.6182688 35.8909839, 128.6181425 35.8910889, 128.6180816 35.8911389)",,경대로23길,,,,,,,,
7655,"[734359014, 524161855]",False,"['living_street', 'residential']",69.822,"LINESTRING (128.6182688 35.8909839, 128.6179686 35.8908355, 128.6179406 35.8907674, 128.617627 35.8906724)",,"['경대로19길', '경대로23길']",,,,,,,,
7656,523344880,False,residential,34.194,,,경대로19길,,,,,,,,
7657,523344880,False,residential,5.03,,,경대로19길,,,,,,,,
7658,"[524161856, 734359013]",False,residential,56.694,"LINESTRING (128.6174923 35.8909599, 128.6177993 35.8910532, 128.6180816 35.8911389)",,"['경대로19길', '경대로23길']",,,,,,,,
7659,523344881,False,residential,64.122,,,경대로23길,,,,,,,,
7660,523344881,False,residential,24.113,"LINESTRING (128.6180816 35.8911389, 128.6181425 35.8910889, 128.6182688 35.8909839)",,경대로23길,,,,,,,,
7661,"[524161856, 734359013]",False,residential,56.694,"LINESTRING (128.6180816 35.8911389, 128.6177993 35.8910532, 128.6174923 35.8909599)",,"['경대로19길', '경대로23길']",,,,,,,,
7662,523344881,False,residential,19.059,,,경대로23길,,,,,,,,
7663,523344881,False,residential,9.14,,,경대로23길,,,,,,,,
7664,734359010,False,residential,50.095,,,경대로23길,,,,,,,,
7665,523344881,False,residential,52.551,,,경대로23길,,,,,,,,
7666,523344881,False,residential,30.732,,,경대로23길,,,,,,,,
7667,524161859,False,residential,50.404,,,경대로23길,,,,,,,,
7668,734359016,False,residential,50.629,,,,,,,,,,,
7669,469029152,False,residential,177.131,"LINESTRING (128.6183063 35.8957419, 128.6201527 35.8961009, 128.620145 35.8961553)",,동북로49길,,,,,,,,
7670,524161862,False,residential,61.722,"LINESTRING (128.6183063 35.8957419, 128.6182496 35.895628, 128.6178737 35.8953212)",,동북로49길,,,,,,,,
7671,55483227,False,primary_link,104.871,,,,,,,,,,,
7672,524161863,False,residential,62.084,,,동북로,,,,,,,,
7673,55483227,False,primary_link,122.277,"LINESTRING (128.6166623 35.8964209, 128.6168814 35.8962461, 128.6172827 35.8959419, 128.6176296 35.8956498)",,,,,,,,,,
7674,524161863,False,residential,62.084,,,동북로,,,,,,,,
7675,524161864,False,residential,132.404,,,공항로,,,,,,,,
7676,524161864,False,residential,143.466,"LINESTRING (128.6171478 35.8968172, 128.6165747 35.8972215, 128.6164114 35.897883)",,공항로,,,,,,,,
7677,524161865,False,footway,147.245,"LINESTRING (128.6171478 35.8968172, 128.6172957 35.8967772, 128.6173388 35.8966624, 128.617459 35.8964428, 128.6174928 35.8962531, 128.6176161 35.8961233, 128.6176839 35.8959436, 128.6177546 35.8956549)",,,,,,,,,,
7678,37399277,False,primary,22.112,,,공항로,,,,,,,,
7679,579775445,False,primary,76.46,,,공항로,,,,,,,,
7680,524161864,False,residential,143.466,"LINESTRING (128.6164114 35.897883, 128.6165747 35.8972215, 128.6171478 35.8968172)",,공항로,,,,,,,,
7681,37399277,False,primary,107.837,,,공항로,,,,,,,,
7682,37399277,False,primary,22.112,,,공항로,,,,,,,,
7683,524161864,False,residential,132.404,,,공항로,,,,,,,,
7684,734359016,False,residential,11.274,,,,,,,,,,,
7685,734359016,False,residential,50.629,,,,,,,,,,,
7686,524161865,False,footway,147.24499999999998,"LINESTRING (128.6177546 35.8956549, 128.6176839 35.8959436, 128.6176161 35.8961233, 128.6174928 35.8962531, 128.617459 35.8964428, 128.6173388 35.8966624, 128.6172957 35.8967772, 128.6171478 35.8968172)",,,,,,,,,,
7687,524161869,False,footway,34.27,,,,,,,,,,,
7688,885840111,False,service,18.985,,,,,,,,,,,
7689,885840115,False,footway,16.152,,,,,,,,,,,
7690,860378813,False,footway,20.891,"LINESTRING (128.6123386 35.8911747, 128.612374 35.8912201, 128.6125331 35.8912574)",,,,,,,,,,
7691,524025618,False,service,18.958,,,,,,,,,,,
7692,524025618,False,service,14.038,,,,,,,,,,,
7693,524161870,False,footway,56.351,,,,,,,,,,,
7694,524166576,False,service,17.996,,,,,,,,parking_aisle,,,
7695,524166576,False,service,19.536,,,,,,,,parking_aisle,,,
7696,579624585,False,service,48.133,"LINESTRING (128.6139654 35.8915815, 128.6139732 35.8914638, 128.614309 35.891305)",,,,,,,,,,
7697,524166576,False,service,11.17,,,,,,,,parking_aisle,,,
7698,524166576,False,service,16.104,,,,,,,,parking_aisle,,,
7699,524166578,False,service,51.732,,,,,,,,parking_aisle,,,
7700,524166576,False,service,48.604,"LINESTRING (128.6136752 35.8920523, 128.613666 35.8917478, 128.6137964 35.8916678)",,,,,,,parking_aisle,,,
7701,524166576,False,service,17.996,,,,,,,,parking_aisle,,,
7702,524166577,False,service,42.722,,,,,,,,parking_aisle,,,
7703,524166576,False,service,48.604,"LINESTRING (128.6137964 35.8916678, 128.613666 35.8917478, 128.6136752 35.8920523)",,,,,,,parking_aisle,,,
7704,524166576,False,service,16.104,,,,,,,,parking_aisle,,,
7705,524166576,False,service,20.523,,,,,,,,parking_aisle,,,
7706,524166577,False,service,74.137,"LINESTRING (128.6134967 35.8920603, 128.6135046 35.8925543, 128.613671 35.8925505, 128.6136934 35.8925173)",,,,,,,parking_aisle,,,
7707,524166578,False,service,51.732,,,,,,,,parking_aisle,,,
7708,524166577,False,service,74.137,"LINESTRING (128.6136934 35.8925173, 128.613671 35.8925505, 128.6135046 35.8925543, 128.6134967 35.8920603)",,,,,,,parking_aisle,,,
7709,524166577,False,service,32.102000000000004,"LINESTRING (128.6136934 35.8925173, 128.6138014 35.8923576, 128.6138006 35.892251)",,,,,,,parking_aisle,,,
7710,468713290,False,residential,3.297,,,경대로17길,,,,,,,,
7711,468713290,False,residential,106.451,,,경대로17길,,,,,,,,
7712,524166579,False,service,10.791,,,,,,,,,,,
7713,587101563,False,service,29.484,,,,,,,,parking_aisle,,,
7714,589008067,False,service,3.263,,,,,,,,parking_aisle,,,
7715,589008067,False,service,33.648,,,,,,,,parking_aisle,,,
7716,524172307,False,steps,17.896,,,,,,,,,,,
7717,587101559,False,service,14.519,,,,,,,,,,,
7718,587101560,False,service,19.528,,,,,,,,parking_aisle,,,
7719,589008068,False,service,54.874,"LINESTRING (128.6146131 35.8919606, 128.6149627 35.8920759, 128.6148666 35.8922467)",,,,,,,parking_aisle,,,
7720,524166580,False,service,33.29,,,,,,,,parking_aisle,,,
7721,579624584,False,service,16.36,,,,,,,,parking_aisle,,,
7722,589008067,False,service,18.198,,,,,,,,parking_aisle,,,
7723,524166580,False,service,33.29,,,,,,,,parking_aisle,,,
7724,579624583,False,service,17.706,,,,,,,,parking_aisle,,,
7725,579624583,False,service,49.7,"LINESTRING (128.61448 35.8929334, 128.6144037 35.8930689, 128.6140662 35.8929503)",,,,,,,parking_aisle,,,
7726,524166581,False,service,33.436,,,,,,,,parking_aisle,,,
7727,589008067,False,service,18.198,,,,,,,,parking_aisle,,,
7728,589008067,False,service,16.083,,,,,,,,parking_aisle,,,
7729,524166581,False,service,33.436,,,,,,,,parking_aisle,,,
7730,579624583,False,service,15.803,,,,,,,,parking_aisle,,,
7731,579624583,False,service,17.706,,,,,,,,parking_aisle,,,
7732,524166582,False,service,33.572,,,,,,,,parking_aisle,,,
7733,589008067,False,service,16.083,,,,,,,,parking_aisle,,,
7734,589008067,False,service,10.081,,,,,,,,parking_aisle,,,
7735,524166582,False,service,33.572,,,,,,,,parking_aisle,,,
7736,579624583,False,service,17.737,,,,,,,,parking_aisle,,,
7737,579624583,False,service,15.803,,,,,,,,parking_aisle,,,
7738,524166583,False,service,33.893,,,,,,,,parking_aisle,,,
7739,587101560,False,service,19.528,,,,,,,,parking_aisle,,,
7740,587101563,False,service,29.484,,,,,,,,parking_aisle,,,
7741,524166583,False,service,33.893,,,,,,,,parking_aisle,,,
7742,589008068,False,service,29.401,,,,,,,,parking_aisle,,,
7743,589008068,False,service,54.874,"LINESTRING (128.6148666 35.8922467, 128.6149627 35.8920759, 128.6146131 35.8919606)",,,,,,,parking_aisle,,,
7744,522499647,False,service,3.199,,,,,,,,parking_aisle,,,
7745,587101562,False,service,66.265,,,,,,,,,,,
7746,587101562,False,service,17.811,,,,,,,,,,,
7747,524166584,False,footway,4.882,,,,,,,,,,,
7748,587101562,False,service,10.087,,,,,,,,,,,
7749,587101562,False,service,76.427,"LINESTRING (128.6157751 35.8907748, 128.6160708 35.8902581, 128.6161039 35.8901434)",,,,,,,,,,
7750,524166584,False,footway,2.964,,,,,,,,,,,
7751,524166584,False,footway,76.991,"LINESTRING (128.6143452 35.8913569, 128.6143729 35.8913968, 128.6147941 35.8911846, 128.6149074 35.8911732, 128.6149925 35.8910374)",,,,,,,,,,
7752,524166585,False,steps,41.647000000000006,"LINESTRING (128.6143452 35.8913569, 128.6142216 35.8914309, 128.6141304 35.8916026, 128.6141942 35.8916388)",,,,,,,,,,
7753,524166585,False,steps,17.231,,,,,,,,,,,
7754,524166585,False,steps,41.647,"LINESTRING (128.6141942 35.8916388, 128.6141304 35.8916026, 128.6142216 35.8914309, 128.6143452 35.8913569)",,,,,,,,,,
7755,860379485,False,footway,46.248000000000005,"LINESTRING (128.6141942 35.8916388, 128.6141056 35.8916025, 128.614198 35.8914153, 128.614329 35.8913337)",,,,,,,,,,
7756,860379485,False,footway,23.204,"LINESTRING (128.6141942 35.8916388, 128.6142566 35.891665, 128.6141771 35.8918024)",,,,,,,,,,
7757,524166576,False,service,19.536,,,,,,,,parking_aisle,,,
7758,524166576,False,service,45.053,"LINESTRING (128.6139755 35.891757, 128.6139866 35.8919514, 128.6139229 35.8920489, 128.6137992 35.892052)",,,,,,,parking_aisle,,,
7759,524166585,False,steps,16.43,"LINESTRING (128.6139755 35.891757, 128.6141062 35.891809, 128.6141165 35.8917804)",,,,,,,,,,
7760,522490570,False,service,35.84,,,,,,,,,,,
7761,524166586,False,service,19.681,,,,,,,,,,,
7762,522490570,False,service,77.83800000000001,"LINESTRING (128.6142074 35.8893933, 128.6149159 35.8891746, 128.61501 35.8891353)",,,,,,,,,,
7763,524172306,False,service,85.261,,,,,,,,,,,
7764,968667360,False,service,1.379,,,,,,,,,,,
7765,524172306,False,service,17.431,"LINESTRING (128.6139625 35.8930681, 128.6140179 35.8930522, 128.6140662 35.8929503)",,,,,,,,,,
7766,579624584,False,service,16.36,,,,,,,,parking_aisle,,,
7767,524172306,False,service,17.431,"LINESTRING (128.6140662 35.8929503, 128.6140179 35.8930522, 128.6139625 35.8930681)",,,,,,,,,,
7768,579624583,False,service,49.7,"LINESTRING (128.6140662 35.8929503, 128.6144037 35.8930689, 128.61448 35.8929334)",,,,,,,parking_aisle,,,
7769,854300197,False,footway,19.024,"LINESTRING (128.6140662 35.8929503, 128.6140267 35.8930615, 128.6139625 35.8930805)",,,,,,,,,,
7770,524166577,False,service,4.437,,,,,,,,parking_aisle,,,
7771,524172308,False,steps,34.359,,,,,,,,,,,
7772,524166577,False,service,32.102000000000004,"LINESTRING (128.6138006 35.892251, 128.6138014 35.8923576, 128.6136934 35.8925173)",,,,,,,parking_aisle,,,
7773,524166586,False,service,59.413,"LINESTRING (128.6144967 35.8900648, 128.6144774 35.8900272, 128.6142787 35.8895606)",,,,,,,,,,
7774,524166586,False,service,71.09,"LINESTRING (128.6144967 35.8900648, 128.6145432 35.8901557, 128.6147989 35.8906554)",,,,,,,,,,
7775,"[524172309, 524172310]",False,"['steps', 'service']",83.596,"LINESTRING (128.6144967 35.8900648, 128.6146087 35.8900343, 128.6148608 35.8901038, 128.6151773 35.8899778, 128.6153527 35.8899168)",,,,,,,parking_aisle,,,
7776,522490565,False,service,14.23,,,,,,,,,,,
7777,522490565,False,service,35.797,"LINESTRING (128.6153527 35.8899168, 128.615311 35.8898469, 128.6155711 35.8897233)",,,,,,,,,,
7778,"[524172309, 524172310]",False,"['steps', 'service']",83.596,"LINESTRING (128.6153527 35.8899168, 128.6151773 35.8899778, 128.6148608 35.8901038, 128.6146087 35.8900343, 128.6144967 35.8900648)",,,,,,,parking_aisle,,,
7779,524172312,False,footway,1.157,,,,,,,,,,,
7780,524172313,False,service,14.07,,,,,,,,,,,
7781,"[584386584, 590206202]",False,service,32.782,"LINESTRING (128.6150634 35.88712, 128.614946 35.8872005, 128.614776 35.8873005)",,,,,,,,,,
7782,524172313,False,service,14.07,,,,,,,,,,,
7783,587101562,False,service,39.117,,,,,,,,,,,
7784,524172313,False,service,45.417,"LINESTRING (128.6151836 35.8870392, 128.6152819 35.8869166, 128.6153473 35.8867958, 128.6153941 35.8866711)",,,,,,,,,,
7785,524172311,False,service,9.494,,,,,,,,,,,
7786,524172313,False,service,8.309,,,,,,,,,,,
7787,524172311,False,service,61.297,"LINESTRING (128.615412 35.8865978, 128.6155146 35.8868802, 128.6156042 35.8871266)",,,,,,,,,,
7788,524172313,False,service,8.309,,,,,,,,,,,
7789,524172314,False,footway,1.326,,,,,,,,,,,
7790,524172313,False,service,45.417,"LINESTRING (128.6153941 35.8866711, 128.6153473 35.8867958, 128.6152819 35.8869166, 128.6151836 35.8870392)",,,,,,,,,,
7791,524173470,False,service,36.819,"LINESTRING (128.6131892 35.8873126, 128.6128957 35.887311, 128.6127805 35.8873104)",,,,,,,parking_aisle,,,
7792,"[522490579, 524173470]",False,service,37.637,"LINESTRING (128.6131892 35.8873126, 128.6133411 35.8872926, 128.6134958 35.8874658)",,,,,,,parking_aisle,,,
7793,524173471,False,service,48.471000000000004,"LINESTRING (128.6131892 35.8873126, 128.6131819 35.8872392, 128.6130672 35.8871406, 128.6127882 35.8871222)",,,,,,,parking_aisle,,,
7794,968667361,False,service,15.124,,,,,,,,parking_aisle,,,
7795,524021467,False,service,43.327,"LINESTRING (128.6132279 35.8863013, 128.6133976 35.8862325, 128.6134004 35.8864684)",,,,,,,parking_aisle,,,
7796,"[968667361, 524021467]",False,service,55.135999999999996,"LINESTRING (128.6132279 35.8863013, 128.6132517 35.8865765, 128.6134015 35.8865666, 128.6134009 35.8865177, 128.6134004 35.8864684)",,,,,,,parking_aisle,,,
7797,524173472,False,footway,14.526,,,,,,,,,,,
7798,579624594,False,service,13.335,"LINESTRING (128.6142647 35.8858432, 128.6142643 35.8858022, 128.6142621 35.8857233)",,,,,,,,,,
7799,579624594,False,service,51.432,"LINESTRING (128.6142647 35.8858432, 128.614285 35.8860752, 128.6142956 35.886305)",,,,,,,,,,
7800,524173472,False,footway,14.526,,,,,,,,,,,
7801,524173472,False,footway,48.391999999999996,"LINESTRING (128.6141127 35.8858868, 128.6141207 35.8859824, 128.6140912 35.8860498, 128.6141127 35.8863171)",,,,,,,,,,
7802,524173472,False,footway,54.28099999999999,"LINESTRING (128.6141127 35.8858868, 128.6140242 35.8858412, 128.6139705 35.8858694, 128.6139061 35.8859151, 128.6138069 35.885952, 128.6136969 35.8860063, 128.6136165 35.8860672)",,,,,,,,,,
7803,524173473,False,footway,16.532,,,,,,,,,,,
7804,524173472,False,footway,26.468,"LINESTRING (128.6141127 35.8863171, 128.614059 35.8863367, 128.6139437 35.886341, 128.6138257 35.8863562)",,,,,,,,,,
7805,524173472,False,footway,48.392,"LINESTRING (128.6141127 35.8863171, 128.6140912 35.8860498, 128.6141207 35.8859824, 128.6141127 35.8858868)",,,,,,,,,,
7806,524173472,False,footway,15.476,,,,,,,,,,,
7807,524173474,False,footway,13.629,,,,,,,,,,,
7808,524173472,False,footway,26.468,"LINESTRING (128.6138257 35.8863562, 128.6139437 35.886341, 128.614059 35.8863367, 128.6141127 35.8863171)",,,,,,,,,,
7809,524173472,False,footway,15.476,,,,,,,,,,,
7810,524173472,False,footway,42.007000000000005,"LINESTRING (128.613654 35.8863519, 128.613587 35.8863236, 128.6135521 35.8862476, 128.6134984 35.8861845, 128.6135172 35.8861324, 128.6135709 35.8861063, 128.6136165 35.8860672)",,,,,,,,,,
7811,524173475,False,footway,30.269,"LINESTRING (128.613654 35.8863519, 128.6136406 35.8864236, 128.6134004 35.8864684)",,,,,,,,,,
7812,524173477,False,footway,17.677,,,,,,,,,,,
7813,524173472,False,footway,54.281,"LINESTRING (128.6136165 35.8860672, 128.6136969 35.8860063, 128.6138069 35.885952, 128.6139061 35.8859151, 128.6139705 35.8858694, 128.6140242 35.8858412, 128.6141127 35.8858868)",,,,,,,,,,
7814,524173472,False,footway,42.007000000000005,"LINESTRING (128.6136165 35.8860672, 128.6135709 35.8861063, 128.6135172 35.8861324, 128.6134984 35.8861845, 128.6135521 35.8862476, 128.613587 35.8863236, 128.613654 35.8863519)",,,,,,,,,,
7815,524173473,False,footway,16.532,,,,,,,,,,,
7816,579624594,False,service,14.712,,,,,,,,,,,
7817,579624594,False,service,51.432,"LINESTRING (128.6142956 35.886305, 128.614285 35.8860752, 128.6142647 35.8858432)",,,,,,,,,,
7818,524173474,False,footway,13.629,,,,,,,,,,,
7819,524021467,False,service,43.327,"LINESTRING (128.6134004 35.8864684, 128.6133976 35.8862325, 128.6132279 35.8863013)",,,,,,,parking_aisle,,,
7820,"[968667361, 524021467]",False,service,55.135999999999996,"LINESTRING (128.6134004 35.8864684, 128.6134009 35.8865177, 128.6134015 35.8865666, 128.6132517 35.8865765, 128.6132279 35.8863013)",,,,,,,parking_aisle,,,
7821,524173475,False,footway,30.269,"LINESTRING (128.6134004 35.8864684, 128.6136406 35.8864236, 128.613654 35.8863519)",,,,,,,,,,
7822,468713277,False,service,32.839,,,,,,,,,,,
7823,524173477,False,footway,17.677,,,,,,,,,,,
7824,468713277,False,service,88.527,"LINESTRING (128.6134818 35.8859516, 128.613856 35.8856392, 128.6140048 35.8856125, 128.6141558 35.8856638, 128.6142621 35.8857233)",,,,,,,,,,
7825,524175580,False,service,84.184,,,,,,,,,,,
7826,524335885,False,service,4.182,,,,,,1,40,,,,
7827,577759109,False,footway,4.619,,,,,,,,,,,
7828,473684406,False,service,95.74799999999999,"LINESTRING (128.6085469 35.8896817, 128.6085536 35.8899079, 128.608783 35.8905149)",,,,,1,40,,,,
7829,524175580,False,service,84.184,,,,,,,,,,,
7830,576243982,False,footway,3.917,,,,,,,,,,,
7831,524175580,False,service,38.532,"LINESTRING (128.6076125 35.8896707, 128.607472 35.8896697, 128.6071848 35.8896665)",,,,,,,,,,
7832,526418990,False,footway,5.484,,,,,,,,,,,
7833,579624592,False,service,27.762,,,,,,,,,,,
7834,579624592,False,service,42.708999999999996,"LINESTRING (128.6070296 35.8894135, 128.6070131 35.8891188, 128.607006 35.8890299)",,,,,,,,,,
7835,471338097,False,residential,27.951,,,대학로23길,,,,,,,,
7836,524175586,False,footway,2.037,,,,,,,,,,,
7837,577693577,False,steps,1.895,,,,,,,,,,,
7838,471338097,False,residential,107.254,"LINESTRING (128.6089922 35.8927811, 128.609227 35.8933109, 128.6094992 35.8936466)",,대학로23길,,,,,,,,
7839,524175588,False,footway,14.766,,,,,,,,,,,
7840,576271095,False,footway,45.902,,,,,,,,,,,
7841,577693578,False,footway,50.224,,,,,,,,,,,
7842,"[587101570, 524175586]",False,"['steps', 'footway']",27.063,"LINESTRING (128.6092758 35.8926611, 128.6092004 35.8927117, 128.6090131 35.8927741)",,,,,,,,,,
7843,524175588,False,footway,15.664,,,,,,,,,,,
7844,524175590,False,footway,17.93,,,,,,,,,,,
7845,578054689,False,footway,62.556,,,,,,,,,,,
7846,578054691,False,footway,35.05,,,,,,,,,,,
7847,524175590,False,footway,7.009,,,,,,,,,,,
7848,524175592,False,footway,55.572,"LINESTRING (128.6092543 35.8922645, 128.6091222 35.8921107, 128.6090361 35.8920185, 128.6088739 35.891872)",,,,,,,,,,
7849,576243976,False,footway,59.657,"LINESTRING (128.6092543 35.8922645, 128.6090202 35.8921162, 128.6088499 35.8920104, 128.6087262 35.891941)",,,,,,,,,,
7850,576254859,False,footway,85.196,"LINESTRING (128.6092543 35.8922645, 128.6086516 35.8919746, 128.6084482 35.8918642)",,,,,,,,,,
7851,524021472,False,service,35.806,,,,,,,,parking_aisle,,,
7852,524021472,False,service,25.6,,,,,,,,parking_aisle,,,
7853,524175592,False,footway,29.306,"LINESTRING (128.6087413 35.8916373, 128.6087953 35.8917949, 128.6088739 35.891872)",,,,,,,,,,
7854,468713281,False,service,24.612,,,,,,,,,,,
7855,524335915,False,service,1.695,,,,,,,,,,,
7856,468713281,False,service,42.481,"LINESTRING (128.6124613 35.8948531, 128.6126183 35.8945986, 128.6126495 35.8945044)",,,,,,,,,,
7857,468713281,False,service,66.813,,,,,,,,,,,
7858,468713281,False,service,45.419,,,,,,,,,,,
7859,469844620,False,service,1.921,,,,,,,,,,,
7860,524172306,False,service,1.224,,,,,,,,,,,
7861,524172308,False,steps,18.955,,,,,,,,,,,
7862,589008067,False,service,10.081,,,,,,,,parking_aisle,,,
7863,589008067,False,service,7.58,,,,,,,,parking_aisle,,,
7864,524166585,False,steps,17.231,,,,,,,,,,,
7865,524172307,False,steps,5.982,,,,,,,,,,,
7866,524166585,False,steps,16.43,"LINESTRING (128.6141165 35.8917804, 128.6141062 35.891809, 128.6139755 35.891757)",,,,,,,,,,
7867,589004950,False,service,2.794,,,,,,,,,,,
7868,589004950,False,service,1.349,,,,,,,,,,,
7869,854299497,False,footway,3.149,,,,,,,,,,,
7870,854299497,False,footway,1.446,,,,,,,,,,,
7871,524335911,False,service,46.977,"LINESTRING (128.6129889 35.892344, 128.6129787 35.8923449, 128.6124682 35.8923672)",,,,,,,,,,
7872,524166576,False,service,20.523,,,,,,,,parking_aisle,,,
7873,468713281,False,service,46.63,"LINESTRING (128.613269 35.8920664, 128.6132559 35.8916937, 128.6132564 35.8916472)",,,,,,,,,,
7874,468713281,False,service,45.9,"LINESTRING (128.613269 35.8920664, 128.6131597 35.8920528, 128.6130602 35.8921205, 128.6130061 35.8921996, 128.6130041 35.8923271)",,,,,,,,,,
7875,522490565,False,service,63.672,,,,,,,,,,,
7876,587101558,False,footway,18.011,,,,,,,,,,,
7877,587101562,False,service,98.67500000000001,"LINESTRING (128.6161965 35.8894565, 128.6165823 35.8889284, 128.61648 35.8886675)",,,,,,,,,,
7878,587101562,False,service,77.122,"LINESTRING (128.6161965 35.8894565, 128.6161296 35.889695, 128.616117 35.8898228, 128.6161121 35.8899895, 128.6161039 35.8901434)",,,,,,,,,,
7879,524335850,False,service,14.216,,,,,,,,parking_aisle,,,
7880,524335852,False,footway,12.579,,,,,,,,,,,
7881,524335852,False,footway,33.898,,,,,,,,,,,
7882,524335851,False,footway,56.687000000000005,"LINESTRING (128.6124414 35.8869134, 128.6125488 35.8870025, 128.6126181 35.8870806, 128.6126495 35.8871574, 128.6126575 35.8872475, 128.6127805 35.8873104)",,,,,,,,,,
7883,524335852,False,footway,12.579,,,,,,,,,,,
7884,524335862,False,service,8.781,,,,,,,,,,,
7885,524335862,False,service,114.426,"LINESTRING (128.6123033 35.8868967, 128.612215 35.8872149, 128.6121613 35.8878364, 128.6120701 35.8878668)",,,,,,,,,,
7886,524335862,False,service,8.781,,,,,,,,,,,
7887,468713277,False,service,64.025,"LINESTRING (128.6122873 35.8868188, 128.6118526 35.8869843, 128.6116298 35.8870318)",,,,,,,,,,
7888,468713277,False,service,56.429,"LINESTRING (128.6122873 35.8868188, 128.612486 35.8867022, 128.6127925 35.8865188)",,,,,,,,,,
7889,524173469,False,service,61.165,,,,,,,,,,,
7890,524173469,False,service,13.168,,,,,,,,,,,
7891,524335852,False,footway,33.898,,,,,,,,,,,
7892,524335853,False,footway,4.171,,,,,,,,,,,
7893,524335853,False,footway,14.423,"LINESTRING (128.609382 35.8884268, 128.6093727 35.8883931, 128.6093965 35.8882999)",,,,,,,,,,
7894,524335855,False,footway,17.498,"LINESTRING (128.609382 35.8884268, 128.6093665 35.8884405, 128.6093121 35.8885721)",,,,,,,,,,
7895,524335853,False,footway,4.171,,,,,,,,,,,
7896,524335853,False,footway,19.53,"LINESTRING (128.6094251 35.8884405, 128.6094605 35.8883906, 128.6095191 35.8883382, 128.609537 35.8882931)",,,,,,,,,,
7897,524335855,False,footway,24.235,"LINESTRING (128.6094251 35.8884405, 128.6094544 35.8885341, 128.6093121 35.8885721)",,,,,,,,,,
7898,524335856,False,footway,11.573,,,,,,,,,,,
