,osmid,oneway,highway,length,geometry,name,bridge,lanes,ref,maxspeed,tunnel,service,junction,width,access
6368,"[472922555, 734358950]",FALSE,residential,203.209,"LINESTRING (128.5678224 35.8895052, 128.566626 35.8896631, 128.565596 35.8897991)","['팔달로33길', '팔달로27길']",,,,,,,,,
6369,35971774,FALSE,residential,61.99,,팔달로35길,,,,,,,,,
6370,35971774,FALSE,residential,19.982,,팔달로35길,,,,,,,,,
6371,734358951,FALSE,residential,61.668,,팔달로35길,,,,,,,,,
6372,35971640,FALSE,secondary,54.16,,침산로,,,,,,,,,
6373,35971640,FALSE,secondary,17.157,,침산로,,,,,,,,,
6374,474929225,FALSE,residential,9.915,,고성북로10길,,,,,,,,,
6375,35971830,FALSE,residential,68.822,,팔달북로8길,,,,,,,,,
6376,35971830,FALSE,residential,67.602,,팔달북로8길,,,,,,,,,
6377,473673881,FALSE,residential,136.652,,3공단로10길,,,,,,,,,
6378,473673881,FALSE,residential,136.652,,3공단로10길,,,,,,,,,
6379,473673881,FALSE,residential,102.796,"LINESTRING (128.5599076 35.8933481, 128.5589642 35.8934918, 128.558784 35.8935074)",3공단로10길,,,,,,,,,
6380,"[734358928, 473673882]",FALSE,residential,166.224,"LINESTRING (128.5599076 35.8933481, 128.5600508 35.8939305, 128.5609847 35.8944199)","['3공단로10길', '3공단로14길']",,,,,,,,,
6381,35971832,FALSE,residential,85.927,,3공단로14길,,,,,,,,,
6382,35971832,FALSE,residential,102.023,,3공단로14길,,,,,,,,,
6383,"[734358928, 473673882]",FALSE,residential,166.224,"LINESTRING (128.5609847 35.8944199, 128.5600508 35.8939305, 128.5599076 35.8933481)","['3공단로10길', '3공단로14길']",,,,,,,,,
6384,37398723,FALSE,tertiary,85.903,,3공단로,,,,,,,,,
6385,473673883,FALSE,residential,182.996,,3공단로,,,,,,,,,
6386,37398723,FALSE,tertiary,127.2,"LINESTRING (128.5615808 35.8956545, 128.56141 35.89557, 128.5603983 35.8950294)",3공단로,,,,,,,,,
6387,35971830,FALSE,residential,84.242,,팔달북로8길,,,,,,,,,
6388,35971830,FALSE,residential,116.775,,팔달북로8길,,,,,,,,,
6389,473673883,FALSE,residential,182.996,,3공단로,,,,,,,,,
6390,37398723,FALSE,tertiary,46.909,,3공단로,,,,,,,,,
6391,37398723,FALSE,tertiary,85.903,,3공단로,,,,,,,,,
6392,473673884,FALSE,residential,177.211,,3공단로,,,,,,,,,
6393,35971830,FALSE,residential,47.34,,팔달북로8길,,,,,,,,,
6394,35971830,FALSE,residential,84.242,,팔달북로8길,,,,,,,,,
6395,473673884,FALSE,residential,177.211,,3공단로,,,,,,,,,
6396,37398723,FALSE,tertiary,48.561,,3공단로,,,,,,,,,
6397,37398723,FALSE,tertiary,46.909,,3공단로,,,,,,,,,
6398,473673885,FALSE,residential,174.042,,3공단로,,,,,,,,,
6399,35971830,FALSE,residential,48.097,,팔달북로8길,,,,,,,,,
6400,35971830,FALSE,residential,47.34,,팔달북로8길,,,,,,,,,
6401,473673885,FALSE,residential,174.042,,3공단로,,,,,,,,,
6402,37398723,FALSE,tertiary,45.983,,3공단로,,,,,,,,,
6403,37398723,FALSE,tertiary,48.561,,3공단로,,,,,,,,,
6404,473673886,FALSE,residential,170.773,,3공단로,,,,,,,,,
6405,35971830,FALSE,residential,46.456,,팔달북로8길,,,,,,,,,
6406,35971830,FALSE,residential,48.097,,팔달북로8길,,,,,,,,,
6407,473673886,FALSE,residential,170.773,,3공단로,,,,,,,,,
6408,37398723,FALSE,tertiary,44.84,,3공단로,,,,,,,,,
6409,37398723,FALSE,tertiary,45.983,,3공단로,,,,,,,,,
6410,473673887,FALSE,residential,167.672,,3공단로,,,,,,,,,
6411,35971830,FALSE,residential,46.076,,팔달북로8길,,,,,,,,,
6412,35971830,FALSE,residential,46.456,,팔달북로8길,,,,,,,,,
6413,473673887,FALSE,residential,167.672,,3공단로,,,,,,,,,
6414,473673889,FALSE,residential,188.958,"LINESTRING (128.5539054 35.8943901, 128.5528918 35.8941255, 128.5527439 35.8940631, 128.5526268 35.8939658, 128.5524516 35.8935684, 128.5523971 35.8934932, 128.5523434 35.8934572)",팔달로1길,,,,,,,,,
6415,473673889,FALSE,residential,361.401,"LINESTRING (128.5539054 35.8943901, 128.5544908 35.8945698, 128.555144 35.8947146, 128.5556154 35.894792, 128.5561483 35.8949149, 128.55621 35.8949279, 128.5569127 35.8950887, 128.557746 35.8953174)",팔달로1길,,,,,,,,,
6416,473673890,FALSE,residential,80.748,"LINESTRING (128.5539054 35.8943901, 128.5537668 35.8937387, 128.5537838 35.893675)",,,,,,,,,,
6417,37400348,FALSE,tertiary,90.749,,팔달북로,,,,,,,,,
6418,37400348,FALSE,tertiary,144.753,,팔달북로,,,,,,,,,
6419,473673891,FALSE,residential,68.347,,팔달북로15길,,,,,,,,,
6420,160308424,FALSE,residential,73.589,,팔달로7길,,,,,,,,,
6421,473673891,FALSE,residential,146.192,,팔달북로15길,,,,,,,,,
6422,473673891,FALSE,residential,68.347,,팔달북로15길,,,,,,,,,
6423,160308424,FALSE,residential,213.949,"LINESTRING (128.5568777 35.8925666, 128.5561482 35.8926791, 128.5548104 35.8919212)",팔달로7길,,,,,,,,,
6424,160308424,FALSE,residential,73.991,,팔달로7길,,,,,,,,,
6425,160308424,FALSE,residential,73.589,,팔달로7길,,,,,,,,,
6426,473673892,FALSE,residential,145.915,,팔달로13길,,,,,,,,,
6427,160308426,FALSE,residential,71.034,,팔달북로3길,,,,,,,,,
6428,160308426,FALSE,residential,73.978,,팔달북로3길,,,,,,,,,
6429,473673892,FALSE,residential,76.028,,팔달로13길,,,,,,,,,
6430,473673892,FALSE,residential,145.915,,팔달로13길,,,,,,,,,
6431,473673189,FALSE,service,53.39,,,,,,,,,,,
6432,479391430,FALSE,primary,95.027,"LINESTRING (128.524962 35.8977297, 128.5247935 35.8977446, 128.5241274 35.8977027, 128.5239116 35.8976816)",사수로,,,,,,,,,
6433,479391430,FALSE,primary,323.591,"LINESTRING (128.524962 35.8977297, 128.5252595 35.8976885, 128.525586 35.8975756, 128.5258108 35.8974646, 128.5259779 35.8973391, 128.5261928 35.8971201, 128.5263285 35.8968979, 128.5264001 35.8967046, 128.5264347 35.8965078, 128.526424 35.8961688, 128.5263552 35.895769, 128.5263222 35.895461)",사수로,,,,,,,,,
6434,473673190,FALSE,residential,26.858,,,,,,,,,,,
6435,473673189,FALSE,service,56.532,"LINESTRING (128.5365683 35.8948124, 128.5365887 35.8948158, 128.5368944 35.8948723, 128.5370768 35.8949375, 128.5371302 35.895)",,,,,,,,,,
6436,473673189,FALSE,service,214.62,"LINESTRING (128.5365683 35.8948124, 128.5362266 35.894755, 128.5358698 35.8946877, 128.5354648 35.8945942, 128.5342729 35.8942996)",,,,,,,,,,
6437,473673189,FALSE,service,24.113,"LINESTRING (128.5371302 35.895, 128.5371734 35.8950505, 128.5371873 35.8952055)",,,,,,,,,,
6438,473673189,FALSE,service,56.532,"LINESTRING (128.5371302 35.895, 128.5370768 35.8949375, 128.5368944 35.8948723, 128.5365887 35.8948158, 128.5365683 35.8948124)",,,,,,,,,,
6439,473673191,FALSE,service,77.14,"LINESTRING (128.5371302 35.895, 128.5371645 35.8948932, 128.5373746 35.8943352)",사수로,,,,,,,,,
6440,473673191,FALSE,service,177.577,"LINESTRING (128.5373746 35.8943352, 128.5373793 35.8942463, 128.5373886 35.8941801, 128.5384487 35.8930225)",사수로,,,,,,,,,
6441,473673191,FALSE,service,77.14,"LINESTRING (128.5373746 35.8943352, 128.5371645 35.8948932, 128.5371302 35.895)",사수로,,,,,,,,,
6442,473673199,FALSE,road,132.728,"LINESTRING (128.5373746 35.8943352, 128.5378971 35.8944967, 128.5387721 35.8947113)",,,,,,,,,,
6443,473673191,FALSE,service,329.19,,사수로,,,,,,,,,
6444,473673191,FALSE,service,177.577,"LINESTRING (128.5384487 35.8930225, 128.5373886 35.8941801, 128.5373793 35.8942463, 128.5373746 35.8943352)",사수로,,,,,,,,,
6445,473673194,FALSE,service,404.859,"LINESTRING (128.5384487 35.8930225, 128.5352841 35.8910853, 128.5348503 35.8908416)",사수로,,,,,,,,,
6446,473673191,FALSE,service,329.19,,사수로,,,,,,,,,
6447,"[473673192, 474701098, 474701099]",FALSE,"['road', 'service']",198.058,"LINESTRING (128.5413511 35.8948214, 128.5411716 35.8950219, 128.5410056 35.8952074, 128.5405451 35.8956964, 128.5405544 35.8957513, 128.5407208 35.8958237, 128.5407762 35.8958811, 128.5407916 35.8960508, 128.5407762 35.8961182, 128.5406311 35.8962401)",사수로,,,,,yes,,,,
6448,734097691,FALSE,service,89.514,"LINESTRING (128.5413511 35.8948214, 128.5415029 35.8946852, 128.541713 35.8945811, 128.5415067 35.8941936)",,,,,,,,,,
6449,389180004,FALSE,service,713.203,"LINESTRING (128.5415067 35.8941936, 128.5413487 35.89412, 128.5408716 35.8938623, 128.5402133 35.8934328, 128.5390204 35.8926597, 128.5384549 35.8922731, 128.5380394 35.8920264, 128.5376773 35.8918114, 128.5369218 35.8914857, 128.5362635 35.8912244, 128.5354064 35.8909381, 128.5348503 35.8908416)",사수로,,,,,,,,,
6450,389180004,FALSE,service,531.785,"LINESTRING (128.5415067 35.8941936, 128.5417022 35.8942846, 128.5422456 35.8944134, 128.5436373 35.8946604, 128.5441675 35.8946318, 128.5445695 35.894664, 128.5451173 35.8947391, 128.5458242 35.8948895, 128.5463367 35.8950541, 128.5469597 35.8953154, 128.5471481 35.8953951)",사수로,,,,,,,,,
6451,734097691,FALSE,service,89.514,"LINESTRING (128.5415067 35.8941936, 128.541713 35.8945811, 128.5415029 35.8946852, 128.5413511 35.8948214)",,,,,,,,,,
6452,734097690,FALSE,service,100.893,,,,,,,,,,,
6453,389180004,FALSE,service,153.887,"LINESTRING (128.5348503 35.8908416, 128.5346023 35.8907985, 128.5335817 35.8906195, 128.533181 35.8905477)",사수로,,,,,,,,,
6454,389180004,FALSE,service,713.203,"LINESTRING (128.5348503 35.8908416, 128.5354064 35.8909381, 128.5362635 35.8912244, 128.5369218 35.8914857, 128.5376773 35.8918114, 128.5380394 35.8920264, 128.5384549 35.8922731, 128.5390204 35.8926597, 128.5402133 35.8934328, 128.5408716 35.8938623, 128.5413487 35.89412, 128.5415067 35.8941936)",사수로,,,,,,,,,
6455,473673194,FALSE,service,404.859,"LINESTRING (128.5348503 35.8908416, 128.5352841 35.8910853, 128.5384487 35.8930225)",사수로,,,,,,,,,
6456,734097690,FALSE,service,100.893,,,,,,,,,,,
6457,389180004,FALSE,service,197.205,"LINESTRING (128.533181 35.8905477, 128.5330427 35.8905229, 128.5322121 35.8903725, 128.5310419 35.8901708)",사수로,,,,,,,,,
6458,389180004,FALSE,service,153.887,"LINESTRING (128.533181 35.8905477, 128.5335817 35.8906195, 128.5346023 35.8907985, 128.5348503 35.8908416)",사수로,,,,,,,,,
6459,473673195,FALSE,road,42.015,"LINESTRING (128.533181 35.8905477, 128.5331712 35.8907785, 128.5332046 35.8909229)",,,,,,,,,,
6460,473673195,FALSE,road,124.247,,,,,,,,,,,
6461,473673198,FALSE,road,225.344,,,,,,,,,,,
6462,473673195,FALSE,road,196.634,"LINESTRING (128.5347638 35.8921404, 128.5345904 35.8920659, 128.5340985 35.8916931, 128.5332137 35.890962, 128.5332046 35.8909229)",,,,,,,,,,
6463,473673189,FALSE,service,214.62,"LINESTRING (128.5342729 35.8942996, 128.5354648 35.8945942, 128.5358698 35.8946877, 128.5362266 35.894755, 128.5365683 35.8948124)",,,,,,,,,,
6464,473673189,FALSE,service,1154.743,"LINESTRING (128.5342729 35.8942996, 128.5304974 35.8933665, 128.5295211 35.8931406, 128.5290061 35.8930645, 128.5287218 35.8930667, 128.528306 35.8931145, 128.5278447 35.8932188, 128.5275309 35.8933579, 128.52715 35.8935447, 128.5267181 35.8938446, 128.5261442 35.8942857, 128.5257043 35.8946377, 128.5254495 35.894931, 128.5252671 35.8952504, 128.5251786 35.8955372, 128.5250042 35.8965572, 128.5249704 35.8972496)",,,,,,,,,,
6465,"[476001083, 476001084, 473673195]",FALSE,road,119.884,"LINESTRING (128.5342729 35.8942996, 128.5343128 35.894124, 128.5344164 35.8936686, 128.534514 35.8932393)",,,,,,yes,,,,
6466,473673196,FALSE,road,151.024,"LINESTRING (128.5361052 35.8936285, 128.5355247 35.8933962, 128.534514 35.8932393)",,,,,,,,,,
6467,473673195,FALSE,road,124.247,,,,,,,,,,,
6468,"[476001083, 473673195, 476001084]",FALSE,road,119.884,"LINESTRING (128.534514 35.8932393, 128.5344164 35.8936686, 128.5343128 35.894124, 128.5342729 35.8942996)",,,,,,yes,,,,
6469,473673196,FALSE,road,351.773,"LINESTRING (128.534514 35.8932393, 128.5317697 35.8928228, 128.5310937 35.8926422, 128.5307448 35.8924817)",,,,,,,,,,
6470,473673196,FALSE,road,151.024,"LINESTRING (128.534514 35.8932393, 128.5355247 35.8933962, 128.5361052 35.8936285)",,,,,,,,,,
6471,473673196,FALSE,road,24.983,,,,,,,,,,,
6472,473673196,FALSE,road,118.52,"LINESTRING (128.5295875 35.8919807, 128.5297262 35.8920132, 128.5307448 35.8924817)",,,,,,,,,,
6473,473673200,FALSE,road,184.177,"LINESTRING (128.5295875 35.8919807, 128.5292763 35.8915015, 128.5287834 35.8904606)",,,,,,,,,,
6474,473673196,FALSE,road,118.52,"LINESTRING (128.5307448 35.8924817, 128.5297262 35.8920132, 128.5295875 35.8919807)",,,,,,,,,,
6475,473673196,FALSE,road,351.773,"LINESTRING (128.5307448 35.8924817, 128.5310937 35.8926422, 128.5317697 35.8928228, 128.534514 35.8932393)",,,,,,,,,,
6476,473673197,FALSE,road,166.052,"LINESTRING (128.5307448 35.8924817, 128.5308384 35.8924325, 128.5315163 35.8922727, 128.5320462 35.8919757, 128.5321479 35.8919008, 128.5323086 35.8917521)",,,,,,,,,,
6477,473673197,FALSE,road,122.54,,,,,,,,,,,
6478,473673195,FALSE,road,196.634,"LINESTRING (128.5332046 35.8909229, 128.5332137 35.890962, 128.5340985 35.8916931, 128.5345904 35.8920659, 128.5347638 35.8921404)",,,,,,,,,,
6479,473673195,FALSE,road,42.015,"LINESTRING (128.5332046 35.8909229, 128.5331712 35.8907785, 128.533181 35.8905477)",,,,,,,,,,
6480,473673197,FALSE,road,122.54,,,,,,,,,,,
6481,473673198,FALSE,road,225.344,,,,,,,,,,,
6482,473673197,FALSE,road,166.052,"LINESTRING (128.5323086 35.8917521, 128.5321479 35.8919008, 128.5320462 35.8919757, 128.5315163 35.8922727, 128.5308384 35.8924325, 128.5307448 35.8924817)",,,,,,,,,,
6483,473673199,FALSE,road,132.728,"LINESTRING (128.5387721 35.8947113, 128.5378971 35.8944967, 128.5373746 35.8943352)",,,,,,,,,,
6484,473673202,FALSE,road,115.531,,,,,,,,,,,
6485,473673200,FALSE,road,184.177,"LINESTRING (128.5287834 35.8904606, 128.5292763 35.8915015, 128.5295875 35.8919807)",,,,,,,,,,
6486,473673202,FALSE,road,102.178,"LINESTRING (128.5287834 35.8904606, 128.5295998 35.890231, 128.5298664 35.8901961)",,,,,,,,,,
6487,473673201,FALSE,road,125.229,,,,,,,,,,,
6488,"[734097689, 389180004]",FALSE,service,585.395,"LINESTRING (128.5310419 35.8901708, 128.5309044 35.8901471, 128.5302682 35.890079, 128.5300581 35.890084, 128.5298131 35.8900898, 128.5293978 35.8901578, 128.5293251 35.8901777, 128.5288102 35.8903189, 128.5271177 35.8907983, 128.5265221 35.8909415, 128.5257857 35.8910725, 128.524762 35.8912564)",사수로,,,,,,,,,
6489,389180004,FALSE,service,197.205,"LINESTRING (128.5310419 35.8901708, 128.5322121 35.8903725, 128.5330427 35.8905229, 128.533181 35.8905477)",사수로,,,,,,,,,
6490,473673202,FALSE,road,106.203,"LINESTRING (128.5310419 35.8901708, 128.5308384 35.8901885, 128.5303763 35.8901935, 128.5301606 35.8901761, 128.5299049 35.890191, 128.5298664 35.8901961)",,,,,,,,,,
6491,473673201,FALSE,road,125.229,,,,,,,,,,,
6492,473673202,FALSE,road,115.531,,,,,,,,,,,
6493,473673202,FALSE,road,264.383,"LINESTRING (128.5275589 35.8907695, 128.5268947 35.8909574, 128.5262908 35.8910946, 128.5260011 35.8912743, 128.524762 35.8912564)",,,,,,,,,,
6494,473673203,FALSE,road,156.427,"LINESTRING (128.5275589 35.8907695, 128.5279731 35.8915714, 128.5281333 35.892093)",,,,,,,,,,
6495,473673203,FALSE,road,156.427,"LINESTRING (128.5281333 35.892093, 128.5279731 35.8915714, 128.5275589 35.8907695)",,,,,,,,,,
6496,473673204,FALSE,road,64.582,,,,,,,,,,,
6497,473673202,FALSE,road,102.178,"LINESTRING (128.5298664 35.8901961, 128.5295998 35.890231, 128.5287834 35.8904606)",,,,,,,,,,
6498,473673202,FALSE,road,106.203,"LINESTRING (128.5298664 35.8901961, 128.5299049 35.890191, 128.5301606 35.8901761, 128.5303763 35.8901935, 128.5308384 35.8901885, 128.5310419 35.8901708)",,,,,,,,,,
6499,473673204,FALSE,road,64.582,,,,,,,,,,,
6500,37400065,FALSE,primary,83.847,,대현로,,,,,,,,,
6501,474086093,FALSE,residential,279.756,"LINESTRING (128.6109994 35.8821107, 128.6110303 35.8828894, 128.6110847 35.8835773, 128.6111292 35.8840571, 128.6104326 35.884104)",대현로21길,,,,,,,,,
6502,35971946,FALSE,secondary,7.364,,대천로,,,,,,,,,
6503,35971946,FALSE,secondary,134.347,,대천로,,,,,,,,,
6504,474159603,FALSE,service,54.277,,,,,,,,driveway,,,
6505,37400252,FALSE,tertiary,48.228,,동천로,,,,,,,,,
6506,37400252,FALSE,tertiary,64.128,"LINESTRING (128.5597871 35.9377008, 128.5598652 35.9381084, 128.5598963 35.9382707)",동천로,,,,,,,,,
6507,474468459,FALSE,service,119.441,"LINESTRING (128.5597871 35.9377008, 128.5603634 35.937649, 128.5610283 35.9375907, 128.5611059 35.9375839)",,,,,,,driveway,,,
6508,474159603,FALSE,service,20.226,,,,,,,,driveway,,,
6509,474159603,FALSE,service,29.114,,,,,,,,driveway,,,
6510,474468459,FALSE,service,119.441,"LINESTRING (128.5611059 35.9375839, 128.5610283 35.9375907, 128.5603634 35.937649, 128.5597871 35.9377008)",,,,,,,driveway,,,
6511,474159603,FALSE,service,20.226,,,,,,,,driveway,,,
6512,"[474159603, 474159607]",FALSE,"['footway', 'service']",185.448,"LINESTRING (128.5611437 35.9377632, 128.5611724 35.9378992, 128.5611683 35.9379818, 128.5611643 35.9380638, 128.5613106 35.9387813, 128.5614077 35.9394143)",,,,,,,driveway,,,
6513,474468460,FALSE,service,67.041,"LINESTRING (128.5611437 35.9377632, 128.5611904 35.9377574, 128.5618798 35.9376721)",,,,,,,,,,
6514,474468460,FALSE,service,67.041,"LINESTRING (128.5618798 35.9376721, 128.5611904 35.9377574, 128.5611437 35.9377632)",,,,,,,,,,
6515,474159603,FALSE,service,17.158,,,,,,,,driveway,,,
6516,474159603,FALSE,service,54.277,,,,,,,,driveway,,,
6517,474469172,FALSE,service,64.703,"LINESTRING (128.5610194 35.9371737, 128.5609737 35.9371784, 128.5603065 35.9372474)",,,,,,,driveway,,,
6518,474469172,FALSE,service,64.703,"LINESTRING (128.5603065 35.9372474, 128.5609737 35.9371784, 128.5610194 35.9371737)",,,,,,,driveway,,,
6519,474159603,FALSE,service,29.114,,,,,,,,driveway,,,
6520,474159603,FALSE,service,17.158,,,,,,,,driveway,,,
6521,474159606,FALSE,service,74.334,,,,,,,,driveway,,,
6522,474159606,FALSE,service,74.334,,,,,,,,driveway,,,
6523,474159607,FALSE,footway,60.87,,,,,,,,,,,
6524,474159608,FALSE,service,20.405,,,,,,,,,,,
6525,474159608,FALSE,service,114.2,,,,,,,,,,,
6526,37400252,FALSE,tertiary,5.142,,동천로,,,,,,,,,
6527,37400252,FALSE,tertiary,72.295,,동천로,,,,,,,,,
6528,474159608,FALSE,service,114.2,,,,,,,,,,,
6529,474159608,FALSE,service,94.979,,,,,,,,,,,
6530,474159608,FALSE,service,20.405,,,,,,,,,,,
6531,474159609,FALSE,service,31.604,,,,,,,,,,,
6532,474159608,FALSE,service,94.979,,,,,,,,,,,
6533,474159609,FALSE,service,85.509,,,,,,,,,,,
6534,474159609,FALSE,service,31.604,,,,,,,,,,,
6535,474159610,FALSE,service,15.294,,,,,,,,,,,
6536,474159609,FALSE,service,85.509,,,,,,,,,,,
6537,474159610,FALSE,service,19.874,,,,,,,,,,,
6538,474159610,FALSE,service,15.294,,,,,,,,,,,
6539,474159612,FALSE,service,35.775,,,,,,,,,,,
6540,474159610,FALSE,service,18.697,,,,,,,,,,,
6541,474159610,FALSE,service,18.697,,,,,,,,,,,
6542,474159610,FALSE,service,43.635,,,,,,,,,,,
6543,474159611,FALSE,service,86.869,"LINESTRING (128.5623006 35.940469, 128.5623311 35.9406641, 128.5618757 35.9407332, 128.5618215 35.9405284)",,,,,,,,,,
6544,474159610,FALSE,service,43.635,,,,,,,,,,,
6545,474159611,FALSE,service,86.869,"LINESTRING (128.5618215 35.9405284, 128.5618757 35.9407332, 128.5623311 35.9406641, 128.5623006 35.940469)",,,,,,,,,,
6546,474159610,FALSE,service,19.874,,,,,,,,,,,
6547,474159612,FALSE,service,35.775,,,,,,,,,,,
6548,474159613,FALSE,service,19.001,,,,,,,,,,,
6549,474159612,FALSE,service,188.119,"LINESTRING (128.5616521 35.9408748, 128.5608837 35.9409768, 128.5609732 35.9413685, 128.5617863 35.9412895)",,,,,,,,,,
6550,474159612,FALSE,service,40.717,,,,,,,,,,,
6551,474159613,FALSE,service,28.668,,,,,,,,,,,
6552,474159614,FALSE,service,202.284,"LINESTRING (128.5617863 35.9412895, 128.5627742 35.9411348, 128.5627132 35.940957, 128.5617056 35.9410401)",,,,,,,,,,
6553,474159612,FALSE,service,188.119,"LINESTRING (128.5617863 35.9412895, 128.5609732 35.9413685, 128.5608837 35.9409768, 128.5616521 35.9408748)",,,,,,,,,,
6554,474159612,FALSE,service,40.717,,,,,,,,,,,
6555,734030132,FALSE,residential,69.285,,동천로24길,,,,,,,,,
6556,734030132,FALSE,residential,117.275,,동천로24길,,,,,,,,,
6557,474159613,FALSE,service,19.001,,,,,,,,,,,
6558,474159613,FALSE,service,28.668,,,,,,,,,,,
6559,474159614,FALSE,service,202.284,"LINESTRING (128.5617056 35.9410401, 128.5627132 35.940957, 128.5627742 35.9411348, 128.5617863 35.9412895)",,,,,,,,,,
6560,36113086,FALSE,residential,32.367,,동천로23길,,,,,,,,,
6561,36113086,FALSE,residential,75.889,,동천로23길,,,,,,,,,
6562,475105729,FALSE,service,12.94,,,,,,20,,,,,
6563,474159845,FALSE,service,16.941,,,,,,20,,,,,
6564,474159845,FALSE,service,21.711,"LINESTRING (128.5591763 35.9403613, 128.5591437 35.940437, 128.5591603 35.9405513)",,,,,20,,,,,
6565,474159850,FALSE,footway,84.046,"LINESTRING (128.5591763 35.9403613, 128.5590981 35.9401004, 128.5590673 35.9399059, 128.5590488 35.9397786, 128.5590181 35.9396174)",,,,,,,,,,
6566,474159845,FALSE,service,16.941,,,,,,20,,,,,
6567,474159845,FALSE,service,83.752,"LINESTRING (128.5593641 35.940371, 128.559969 35.9402658, 128.5601072 35.9402165, 128.5602607 35.9401783)",,,,,20,,,,,
6568,474159851,FALSE,service,81.767,"LINESTRING (128.5593641 35.940371, 128.5593517 35.9401672, 128.5600018 35.9400948)",,,,,,,,,,
6569,37400252,FALSE,tertiary,183.514,,동천로,,,,,,,,,
6570,37400252,FALSE,tertiary,5.142,,동천로,,,,,,,,,
6571,474159845,FALSE,service,83.752,"LINESTRING (128.5602607 35.9401783, 128.5601072 35.9402165, 128.559969 35.9402658, 128.5593641 35.940371)",,,,,20,,,,,
6572,474159846,FALSE,service,24.355,,,,,,,,,,,
6573,475105729,FALSE,service,14.304,,,,,,20,,,,,
6574,475105729,FALSE,service,60.21,"LINESTRING (128.5593081 35.9413425, 128.5593836 35.9416351, 128.5594518 35.9418713)",,,,,20,,,,,
6575,474159846,FALSE,service,24.355,,,,,,,,,,,
6576,474159846,FALSE,service,66.111,"LINESTRING (128.5595706 35.9412895, 128.5600259 35.9412302, 128.560095 35.9414442)",,,,,,,,,,
6577,474159846,FALSE,service,69.797,"LINESTRING (128.5595706 35.9412895, 128.559595 35.9415067, 128.560095 35.9414442)",,,,,,,,,,
6578,474159846,FALSE,service,69.797,"LINESTRING (128.560095 35.9414442, 128.559595 35.9415067, 128.5595706 35.9412895)",,,,,,,,,,
6579,474159846,FALSE,service,66.111,"LINESTRING (128.560095 35.9414442, 128.5600259 35.9412302, 128.5595706 35.9412895)",,,,,,,,,,
6580,474159847,FALSE,service,141.819,"LINESTRING (128.560095 35.9414442, 128.5603024 35.9414211, 128.5603715 35.9414606, 128.560404 35.9416877, 128.5603105 35.9417305, 128.5597332 35.9417898, 128.5596031 35.9417931, 128.5594518 35.9418713)",,,,,,,,,,
6581,475105729,FALSE,service,12.94,,,,,,20,,,,,
6582,474159847,FALSE,service,86.562,"LINESTRING (128.5594518 35.9418713, 128.5593045 35.9418865, 128.558602 35.9419713, 128.5585004 35.9419838)",,,,,,,,,,
6583,474159847,FALSE,service,141.819,"LINESTRING (128.5594518 35.9418713, 128.5596031 35.9417931, 128.5597332 35.9417898, 128.5603105 35.9417305, 128.560404 35.9416877, 128.5603715 35.9414606, 128.5603024 35.9414211, 128.560095 35.9414442)",,,,,,,,,,
6584,475105729,FALSE,service,60.21,"LINESTRING (128.5594518 35.9418713, 128.5593836 35.9416351, 128.5593081 35.9413425)",,,,,20,,,,,
6585,474159847,FALSE,service,86.562,"LINESTRING (128.5585004 35.9419838, 128.558602 35.9419713, 128.5593045 35.9418865, 128.5594518 35.9418713)",,,,,,,,,,
6586,474159848,FALSE,service,19.206,,,,,,,,,,,
6587,475105729,FALSE,service,14.304,,,,,,20,,,,,
6588,475105729,FALSE,service,55.803,"LINESTRING (128.5592755 35.9412166, 128.5592264 35.9410532, 128.559185 35.9407212)",,,,,20,,,,,
6589,474159848,FALSE,service,19.206,,,,,,,,,,,
6590,474159848,FALSE,service,111.29,"LINESTRING (128.5590642 35.9412404, 128.5590858 35.94142, 128.5587068 35.9414649, 128.5586729 35.9412753, 128.5590642 35.9412404)",,,,,,,,,,
6591,474159848,FALSE,service,111.29,"LINESTRING (128.5590642 35.9412404, 128.5586729 35.9412753, 128.5587068 35.9414649, 128.5590858 35.94142, 128.5590642 35.9412404)",,,,,,,,,,
6592,474159845,FALSE,service,19.022,,,,,,20,,,,,
6593,474159849,FALSE,service,21.456,,,,,,,,,,,
6594,474159845,FALSE,service,21.711,"LINESTRING (128.5591603 35.9405513, 128.5591437 35.940437, 128.5591763 35.9403613)",,,,,20,,,,,
6595,474159849,FALSE,service,21.456,,,,,,,,,,,
6596,474159849,FALSE,service,114.948,"LINESTRING (128.5589255 35.9405844, 128.5585127 35.9406193, 128.5585281 35.940749, 128.558562 35.9408188, 128.5588916 35.9407839, 128.5589409 35.9407615, 128.5589255 35.9405844)",,,,,,,,,,
6597,474159849,FALSE,service,114.948,"LINESTRING (128.5589255 35.9405844, 128.5589409 35.9407615, 128.5588916 35.9407839, 128.558562 35.9408188, 128.5585281 35.940749, 128.5585127 35.9406193, 128.5589255 35.9405844)",,,,,,,,,,
6598,468590068,FALSE,footway,101.09,,,,,,,,,,,
6599,468590068,FALSE,footway,10.483,,,,,,,,,,,
6600,474159850,FALSE,footway,84.046,"LINESTRING (128.5590181 35.9396174, 128.5590488 35.9397786, 128.5590673 35.9399059, 128.5590981 35.9401004, 128.5591763 35.9403613)",,,,,,,,,,
6601,474159851,FALSE,service,81.767,"LINESTRING (128.5600018 35.9400948, 128.5593517 35.9401672, 128.5593641 35.940371)",,,,,,,,,,
